tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
54.00;fuerzas_armadas_entrada_0;144.11;5.61;4.00;4.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero3.0 routing_res_perrokero3.0;50.00;res_perrokero3.0;0;254.78;1.11;0.00;7.70;liviano;;0;0.00
63.00;av_rio_entrada_0;228.82;11.31;1.00;1.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero1.0 routing_res_perrokero1.0;62.00;res_perrokero1.0;1;501.42;1.06;0.00;7.35;liviano;;0;0.00
83.00;costanera_entrada_0;84.07;8.02;0.00;0.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto1.0 routing_res_puerto1.0;83.00;res_puerto1.0;1;646.63;1.09;0.00;9.30;liviano;;0;0.00
104.00;fuerzas_armadas_entrada_0;144.11;3.99;6.00;6.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.0 routing_rio_cost_L1.0;98.00;rio_cost_L1.0;1;543.09;0.77;0.00;12.31;liviano;;0;0.00
130.00;res_entrada_0;97.65;5.81;15.00;15.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero4.0 routing_res_perrokero4.0;115.00;res_perrokero4.0;1;262.64;1.09;0.00;80.73;liviano;;3;49.00
137.00;bissau_entrada_0;41.56;7.72;20.00;20.00;lecheria_salida_0;2.30;0.00;tripinfo_res_bissau3.0 routing_res_bissau3.0;117.00;res_bissau3.0;1;1258.47;0.93;0.00;14.63;moto;;0;0.00
138.00;fuerzas_armadas_entrada_0;144.11;3.18;39.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.1 routing_rio_cost_L1.1;99.00;rio_cost_L1.1;1;543.09;0.78;0.00;14.28;liviano;;1;1.00
142.00;lecheria_entrada_0;316.19;14.09;3.00;3.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto2.0 routing_res_puerto2.0;139.00;res_puerto2.0;1;1727.88;0.92;0.00;12.63;liviano;;0;0.00
149.00;lecheria_entrada_0;316.19;18.79;13.00;13.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.0 routing_cost_lech_M.0;136.00;cost_lech_M.0;1;2233.65;1.16;0.00;11.38;moto;;0;0.00
158.00;fuerzas_armadas_entrada_0;144.11;3.80;74.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.2 routing_rio_cost_L1.2;84.00;rio_cost_L1.2;1;543.09;0.91;0.00;11.40;liviano;;0;0.00
159.00;fuerzas_armadas_entrada_1;144.11;4.69;0.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.0 routing_cost_ffaa_L.0;159.00;cost_ffaa_L.0;1;1304.12;0.97;0.00;21.19;liviano;;1;1.00
162.00;costanera_entrada_0;84.07;9.07;4.00;4.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.0 routing_lech_cost_M.0;158.00;lech_cost_M.0;1;2234.51;1.15;0.00;19.66;moto;;1;7.00
172.00;lecheria_entrada_0;316.19;16.23;12.00;12.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.0 routing_cost_lech_L.0;160.00;cost_lech_L.0;1;2236.88;1.00;0.00;15.42;liviano;;0;0.00
172.00;lecheria_entrada_1;316.19;19.38;26.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.1 routing_cost_lech_M.1;146.00;cost_lech_M.1;1;2233.65;1.18;0.00;23.82;moto;;0;0.00
174.00;bissau_entrada_0;41.56;4.78;18.00;18.00;lecheria_salida_0;5.10;0.00;tripinfo_res_bissau.0 routing_res_bissau.0;156.00;res_bissau.0;1;1255.67;0.69;0.00;17.56;liviano;;0;0.00
174.00;lecheria_entrada_0;316.19;17.22;15.00;7.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.1 routing_cost_lech_L.1;159.00;cost_lech_L.1;1;2230.85;1.11;0.00;28.94;liviano;;0;0.00
180.00;civo_0;195.28;3.74;0.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_res_civo.0 routing_res_civo.0;180.00;res_civo.0;1;1045.38;0.83;0.00;30.09;liviano;;1;1.00
186.00;costanera_entrada_0;84.07;7.56;2.00;2.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.0 routing_lech_cost_L.0;184.00;lech_cost_L.0;1;2226.53;1.01;0.00;25.77;liviano;;1;4.00
191.00;lecheria_entrada_0;316.19;15.35;17.00;2.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.2 routing_cost_lech_L.2;174.00;cost_lech_L.2;1;2236.88;0.92;0.00;16.21;liviano;;0;0.00
195.00;fuerzas_armadas_entrada_0;144.11;3.95;111.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.3 routing_rio_cost_L1.3;84.00;rio_cost_L1.3;1;543.09;0.91;0.00;10.90;liviano;;0;0.00
205.00;costanera_entrada_0;84.07;8.53;13.00;13.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.0 routing_lech_cost_C.0;192.00;lech_cost_C.0;1;2231.71;1.18;15.00;31.88;carrito;;0;0.00
205.00;lecheria_entrada_1;316.19;16.66;29.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.4 routing_cost_lech_L.4;176.00;cost_lech_L.4;1;2236.88;1.01;0.00;30.22;liviano;;0;0.00
206.00;lecheria_entrada_1;316.19;19.75;1.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.0 routing_ffaa_lech_M.0;205.00;ffaa_lech_M.0;1;2909.19;1.19;0.00;14.08;moto;;0;0.00
208.00;lecheria_entrada_0;316.19;13.23;22.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.3 routing_cost_lech_L.3;186.00;cost_lech_L.3;1;2236.88;0.85;0.00;16.03;liviano;;0;0.00
217.00;costanera_entrada_0;84.07;7.34;16.00;16.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.0 routing_res_perrokero5.0;201.00;res_perrokero5.0;1;1321.78;0.91;0.00;40.85;liviano;;1;19.00
218.00;costanera_entrada_1;84.07;7.82;30.00;6.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.2 routing_lech_cost_L.2;188.00;lech_cost_L.2;1;2231.71;0.95;0.00;20.05;liviano;;0;0.00
219.00;costanera_entrada_0;84.07;8.18;38.00;2.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.1 routing_res_perrokero5.1;181.00;res_perrokero5.1;1;1321.78;1.07;0.00;48.00;liviano;;2;2.00
220.00;costanera_entrada_1;84.07;9.19;41.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.1 routing_lech_cost_M.1;179.00;lech_cost_M.1;1;2229.33;1.11;0.00;35.32;moto;;0;0.00
222.00;fuerzas_armadas_entrada_0;144.11;3.60;4.00;4.00;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.0 routing_cost_ffaa_P.0;218.00;cost_ffaa_P.0;1;1297.12;0.71;0.00;28.47;pesado;;0;0.00
224.00;costanera_entrada_0;84.07;7.21;3.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.0 routing_rio_cost_L.0;221.00;rio_cost_L.0;1;1548.75;0.87;0.00;35.67;liviano;;3;6.00
227.00;costanera_entrada_0;84.07;7.33;21.00;9.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.1 routing_lech_cost_L.1;206.00;lech_cost_L.1;1;2226.53;0.89;0.00;26.43;liviano;;0;0.00
237.00;costanera_entrada_0;84.07;6.34;36.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.1 routing_rio_cost_L.1;201.00;rio_cost_L.1;1;1548.75;0.90;0.00;21.22;liviano;;1;2.00
244.00;fuerzas_armadas_entrada_0;144.11;3.67;147.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.4 routing_rio_cost_L1.4;97.00;rio_cost_L1.4;1;543.09;0.81;0.00;15.90;liviano;;1;1.00
246.00;fuerzas_armadas_entrada_1;144.11;5.22;24.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.1 routing_cost_ffaa_L.1;222.00;cost_ffaa_L.1;1;1304.12;1.01;0.00;89.44;liviano;;2;56.00
251.00;av_rio_entrada_0;228.82;10.91;181.00;1.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero1.1 routing_res_perrokero1.1;70.00;res_perrokero1.1;1;501.42;1.00;0.00;12.14;liviano;;0;0.00
251.00;fuerzas_armadas_entrada_0;144.11;4.41;184.00;4.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero3.1 routing_res_perrokero3.1;67.00;res_perrokero3.1;0;254.78;0.83;0.00;10.71;liviano;;0;0.00
253.00;res_entrada_0;97.65;3.41;182.00;2.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero4.1 routing_res_perrokero4.1;71.00;res_perrokero4.1;1;262.64;0.80;0.00;24.05;liviano;;1;4.00
254.00;costanera_entrada_0;84.07;8.23;39.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.3 routing_lech_cost_L.3;215.00;lech_cost_L.3;1;2231.71;1.01;0.00;57.93;liviano;;1;31.00
256.00;lecheria_entrada_1;316.19;17.13;36.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.5 routing_cost_lech_L.5;220.00;cost_lech_L.5;1;2236.88;1.10;0.00;85.93;liviano;;1;47.00
256.00;fuerzas_armadas_entrada_0;144.11;4.30;72.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.3 routing_cost_ffaa_L.3;184.00;cost_ffaa_L.3;1;1304.12;0.94;0.00;40.56;liviano;;2;15.00
258.00;puerto_guaica_0;18.66;3.73;3.00;3.00;madre_vieja_salida_0;5.10;0.00;tripinfo_res_puerto.0 routing_res_puerto.0;255.00;res_puerto.0;1;2205.67;0.82;0.00;36.79;liviano;;1;13.00
258.00;lecheria_entrada_0;316.19;15.13;44.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.6 routing_cost_lech_L.6;214.00;cost_lech_L.6;1;2230.85;0.93;0.00;59.23;liviano;;1;39.00
260.00;puerto_guaica_0;18.66;5.80;5.00;5.00;madre_vieja_salida_0;2.30;0.00;tripinfo_res_puerto3.0 routing_res_puerto3.0;255.00;res_puerto3.0;1;2208.47;1.12;0.00;71.35;moto;;0;0.00
264.00;fuerzas_armadas_entrada_0;144.11;4.46;183.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.5 routing_rio_cost_L1.5;81.00;rio_cost_L1.5;1;543.09;0.93;0.00;10.51;liviano;;0;0.00
269.00;fuerzas_armadas_entrada_0;144.11;4.29;48.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.2 routing_cost_ffaa_L.2;221.00;cost_ffaa_L.2;1;1304.12;0.83;0.00;58.33;liviano;;1;33.00
271.00;lecheria_entrada_0;316.19;13.80;65.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.9 routing_cost_lech_L.9;206.00;cost_lech_L.9;1;2230.85;0.88;0.00;43.49;liviano;;1;19.00
271.00;fuerzas_armadas_entrada_1;144.11;4.02;96.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.4 routing_cost_ffaa_L.4;175.00;cost_ffaa_L.4;1;1304.12;0.86;0.00;18.82;liviano;;0;0.00
273.00;lecheria_entrada_0;316.19;15.31;80.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.11 routing_cost_lech_L.11;193.00;cost_lech_L.11;1;2230.85;0.92;0.00;37.32;liviano;;1;7.00
274.00;lecheria_entrada_1;316.19;16.06;98.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.4 routing_cost_lech_M.4;176.00;cost_lech_M.4;1;2233.65;1.00;0.00;32.64;moto;;0;0.00
275.00;lecheria_entrada_1;316.19;21.12;77.00;5.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.3 routing_cost_lech_M.3;198.00;cost_lech_M.3;1;2239.68;1.27;0.00;80.73;moto;;1;17.00
276.00;lecheria_entrada_0;316.19;14.73;75.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.10 routing_cost_lech_L.10;201.00;cost_lech_L.10;1;2236.88;0.91;0.00;42.01;liviano;;1;13.00
281.00;lecheria_entrada_0;316.19;15.29;58.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.8 routing_cost_lech_L.8;223.00;cost_lech_L.8;1;2236.88;0.93;0.00;58.82;liviano;;1;26.00
284.00;lecheria_entrada_1;316.19;13.70;50.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.2 routing_cost_lech_M.2;234.00;cost_lech_M.2;1;2239.68;0.86;0.00;56.15;moto;;1;35.00
293.00;lecheria_entrada_0;316.19;12.76;51.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.7 routing_cost_lech_L.7;242.00;cost_lech_L.7;1;2230.85;0.80;0.00;53.18;liviano;;1;30.00
295.00;fuerzas_armadas_entrada_0;144.11;5.37;219.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.6 routing_rio_cost_L1.6;76.00;rio_cost_L1.6;1;543.09;0.98;0.00;9.18;liviano;;0;0.00
296.00;costanera_entrada_1;84.07;6.57;61.00;1.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.5 routing_lech_cost_L.5;235.00;lech_cost_L.5;1;2231.71;0.85;0.00;46.65;liviano;;1;11.00
297.00;costanera_entrada_0;84.07;5.89;48.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.4 routing_lech_cost_L.4;249.00;lech_cost_L.4;1;2231.71;0.79;0.00;47.16;liviano;;1;22.00
298.00;bissau_entrada_0;41.56;6.77;123.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_res_bissau.1 routing_res_bissau.1;175.00;res_bissau.1;1;1255.67;0.91;0.00;69.52;liviano;;2;33.00
299.00;costanera_entrada_1;84.07;6.97;74.00;2.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.6 routing_lech_cost_L.6;225.00;lech_cost_L.6;1;2226.53;0.86;0.00;39.22;liviano;;1;1.00
304.00;costanera_entrada_0;84.07;5.92;7.00;7.00;lecheria_salida_0;12.10;0.00;tripinfo_lech_cost_P.0 routing_lech_cost_P.0;297.00;lech_cost_P.0;1;2224.71;0.72;30.00;37.67;pesado;;0;0.00
304.00;costanera_entrada_1;84.07;7.11;77.00;5.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.2 routing_res_perrokero5.2;227.00;res_perrokero5.2;1;1321.78;0.93;0.00;72.35;liviano;;1;42.00
306.00;costanera_entrada_1;84.07;6.76;72.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.2 routing_rio_cost_L.2;234.00;rio_cost_L.2;1;1548.75;0.95;0.00;64.85;liviano;;1;41.00
308.00;costanera_entrada_1;84.07;9.26;108.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.3 routing_rio_cost_L.3;200.00;rio_cost_L.3;1;1548.75;1.11;0.00;54.98;liviano;;1;24.00
309.00;costanera_entrada_1;84.07;11.55;77.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.2 routing_lech_cost_M.2;232.00;lech_cost_M.2;1;2229.33;1.40;0.00;111.42;moto;;2;9.00
309.00;lecheria_entrada_1;316.19;15.71;110.00;2.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.15 routing_cost_lech_L.15;199.00;cost_lech_L.15;1;2236.88;1.02;0.00;55.09;liviano;;0;0.00
311.00;lecheria_entrada_1;316.19;18.82;36.00;0.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.1 routing_ffaa_lech_M.1;275.00;ffaa_lech_M.1;1;2909.19;1.13;0.00;74.30;moto;;2;18.00
311.00;costanera_entrada_0;84.07;5.85;84.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.7 routing_lech_cost_L.7;227.00;lech_cost_L.7;1;2231.71;0.77;0.00;20.28;liviano;;0;0.00
314.00;costanera_entrada_0;84.07;6.80;110.00;2.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.3 routing_res_perrokero5.3;204.00;res_perrokero5.3;1;1321.78;0.89;0.00;43.72;liviano;;1;19.00
317.00;lecheria_entrada_0;316.19;10.63;87.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.12 routing_cost_lech_L.12;230.00;cost_lech_L.12;1;2230.85;0.70;0.00;24.98;liviano;;0;0.00
317.00;lecheria_entrada_1;316.19;13.04;94.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.13 routing_cost_lech_L.13;223.00;cost_lech_L.13;1;2236.88;0.85;0.00;41.25;liviano;;0;0.00
318.00;costanera_entrada_0;84.07;7.75;150.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.4 routing_res_perrokero5.4;168.00;res_perrokero5.4;1;1321.78;0.98;0.00;21.33;liviano;;0;0.00
319.00;lecheria_entrada_1;316.19;16.04;101.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.14 routing_cost_lech_L.14;218.00;cost_lech_L.14;1;2236.93;0.99;0.00;40.70;liviano;;1;8.00
325.00;fuerzas_armadas_entrada_0;144.11;5.54;144.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.6 routing_cost_ffaa_L.6;181.00;cost_ffaa_L.6;1;1304.12;1.10;0.00;58.47;liviano;;1;27.00
328.00;lecheria_entrada_0;316.19;13.39;18.00;3.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.1 routing_ffaa_lech_L.1;310.00;ffaa_lech_L.1;1;2906.39;0.87;0.00;46.42;liviano;;1;8.00
328.00;lecheria_entrada_1;316.19;17.62;73.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.2 routing_ffaa_lech_M.2;255.00;ffaa_lech_M.2;1;2909.19;1.10;0.00;36.70;moto;;1;2.00
329.00;costanera_entrada_0;84.07;8.67;102.00;12.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.1 routing_lech_cost_C.1;227.00;lech_cost_C.1;1;2231.71;1.15;15.00;64.08;carrito;;1;31.00
332.00;lecheria_entrada_0;316.19;14.87;29.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.2 routing_ffaa_lech_L.2;303.00;ffaa_lech_L.2;1;2906.39;0.90;0.00;52.46;liviano;;2;4.00
335.00;madre_vieja_entrada_0;821.32;17.43;21.00;6.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.1 routing_ffaa_madre_L.1;314.00;ffaa_madre_L.1;1;3392.44;1.12;0.00;77.85;liviano;;2;20.00
337.00;madre_vieja_entrada_1;821.32;15.49;3.00;3.00;res_salida_0;2.30;0.00;tripinfo_res_perrokero2.0 routing_res_perrokero2.0;334.00;res_perrokero2.0;1;3346.89;0.96;0.00;67.89;moto;;1;39.00
341.00;costanera_entrada_0;84.07;6.82;240.00;0.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto1.1 routing_res_puerto1.1;101.00;res_puerto1.1;1;646.63;0.95;0.00;16.28;liviano;;1;2.00
343.00;fuerzas_armadas_entrada_0;144.11;4.22;120.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.5 routing_cost_ffaa_L.5;223.00;cost_ffaa_L.5;1;1304.12;0.94;0.00;79.51;liviano;;1;35.00
346.00;fuerzas_armadas_entrada_0;144.11;5.08;168.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.7 routing_cost_ffaa_L.7;178.00;cost_ffaa_L.7;1;1304.12;0.96;0.00;38.42;liviano;;1;3.00
346.00;fuerzas_armadas_entrada_1;144.11;3.68;255.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.7 routing_rio_cost_L1.7;91.00;rio_cost_L1.7;1;543.09;0.89;0.00;16.56;liviano;;1;2.00
349.00;fuerzas_armadas_entrada_1;144.11;5.25;192.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.8 routing_cost_ffaa_L.8;157.00;cost_ffaa_L.8;1;1304.15;1.01;0.00;24.05;liviano;;0;0.00
355.00;costanera_entrada_0;84.07;9.56;149.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.4 routing_lech_cost_M.4;206.00;lech_cost_M.4;1;2229.33;1.18;0.00;70.39;moto;;1;4.00
356.00;madre_vieja_entrada_0;821.32;15.54;46.00;2.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.3 routing_ffaa_madre_L.3;310.00;ffaa_madre_L.3;1;3392.44;1.00;0.00;54.71;liviano;;1;1.00
358.00;costanera_entrada_1;84.07;7.36;113.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.3 routing_lech_cost_M.3;245.00;lech_cost_M.3;1;2234.51;0.94;0.00;75.63;moto;;1;29.00
360.00;costanera_entrada_1;84.07;7.63;120.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.10 routing_lech_cost_L.10;240.00;lech_cost_L.10;1;2231.71;1.04;0.00;86.10;liviano;;1;21.00
361.00;fuerzas_armadas_entrada_0;144.11;4.17;27.00;9.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.1 routing_cost_ffaa_L1.1;334.00;cost_ffaa_L1.1;1;2931.26;0.94;0.00;51.55;liviano;;1;9.00
362.00;costanera_entrada_1;84.07;8.23;111.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.9 routing_lech_cost_L.9;251.00;lech_cost_L.9;1;2226.53;1.02;0.00;81.93;liviano;;1;26.00
363.00;bissau_entrada_0;41.56;5.59;8.00;8.00;av_rio_salida_0;5.10;0.00;tripinfo_res_bissau1.0 routing_res_bissau1.0;355.00;res_bissau1.0;1;2008.45;0.75;0.00;90.01;liviano;;2;49.00
363.00;lecheria_entrada_1;316.19;15.89;123.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.17 routing_cost_lech_L.17;240.00;cost_lech_L.17;1;2230.85;0.98;0.00;93.67;liviano;;1;42.00
364.00;madre_vieja_entrada_0;821.32;13.82;0.00;0.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero.0 routing_res_perrokero.0;364.00;res_perrokero.0;1;3344.09;0.84;0.00;57.78;liviano;;1;23.00
364.00;costanera_entrada_0;84.07;5.92;103.00;7.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.8 routing_lech_cost_L.8;261.00;lech_cost_L.8;1;2231.71;0.77;0.00;55.56;liviano;;1;29.00
366.00;lecheria_entrada_1;316.19;14.20;44.00;0.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.3 routing_ffaa_lech_L.3;322.00;ffaa_lech_L.3;1;2906.39;0.86;0.00;61.47;liviano;;1;9.00
367.00;lecheria_entrada_1;316.19;15.97;146.00;2.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.20 routing_cost_lech_L.20;221.00;cost_lech_L.20;1;2230.85;1.05;0.00;81.75;liviano;;1;22.00
368.00;lecheria_entrada_0;316.19;11.43;0.00;0.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.0 routing_ffaa_lech_L.0;368.00;ffaa_lech_L.0;1;2906.39;0.70;0.00;45.60;liviano;;1;5.00
368.00;av_rio_entrada_0;228.82;11.05;24.00;9.60;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.1 routing_lech_rio_L.1;344.00;lech_rio_L.1;1;3171.17;1.02;0.00;76.33;liviano;;1;10.00
371.00;lecheria_entrada_0;316.19;14.66;130.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.18 routing_cost_lech_L.18;241.00;cost_lech_L.18;1;2230.85;0.94;0.00;88.63;liviano;;1;35.00
371.00;lecheria_entrada_1;316.19;16.27;137.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.19 routing_cost_lech_L.19;234.00;cost_lech_L.19;1;2236.88;1.04;0.00;90.11;liviano;;1;31.00
375.00;lecheria_entrada_0;316.19;15.91;116.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.16 routing_cost_lech_L.16;259.00;cost_lech_L.16;1;2236.88;1.02;0.00;109.69;liviano;;1;51.00
376.00;lecheria_entrada_1;316.19;16.38;152.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.21 routing_cost_lech_L.21;224.00;cost_lech_L.21;1;2236.88;1.05;0.00;68.83;liviano;;1;19.00
377.00;costanera_entrada_1;84.07;8.08;156.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.13 routing_lech_cost_L.13;221.00;lech_cost_L.13;1;2231.71;1.11;0.00;75.89;liviano;;0;0.00
378.00;lecheria_entrada_1;316.19;19.83;194.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.8 routing_cost_lech_M.8;184.00;cost_lech_M.8;1;2233.65;1.24;0.00;51.60;moto;;0;0.00
379.00;lecheria_entrada_0;316.19;17.50;180.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.25 routing_cost_lech_L.25;199.00;cost_lech_L.25;1;2230.85;1.07;0.00;49.90;liviano;;0;0.00
381.00;fuerzas_armadas_entrada_1;144.11;3.56;0.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.0 routing_cost_ffaa_L1.0;381.00;cost_ffaa_L1.0;1;2936.47;0.83;0.00;65.36;liviano;;3;20.00
381.00;costanera_entrada_0;84.07;6.88;133.00;1.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.11 routing_lech_cost_L.11;248.00;lech_cost_L.11;1;2231.71;0.90;0.00;71.68;liviano;;1;12.00
383.00;fuerzas_armadas_entrada_0;144.11;3.63;103.00;0.14;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.1 routing_cost_ffaa_P.1;280.00;cost_ffaa_P.1;1;1297.12;0.66;0.00;78.77;pesado;;1;36.00
383.00;costanera_entrada_0;84.07;6.92;144.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.4 routing_rio_cost_L.4;239.00;rio_cost_L.4;1;1548.75;0.99;0.00;75.85;liviano;;1;52.00
384.00;fuerzas_armadas_entrada_1;144.11;3.96;291.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.8 routing_rio_cost_L1.8;93.00;rio_cost_L1.8;1;543.09;0.87;0.00;17.53;liviano;;1;3.00
385.00;av_rio_entrada_0;228.82;9.83;14.00;14.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.0 routing_lech_rio_L.0;371.00;lech_rio_L.0;1;3165.99;0.89;0.00;61.32;liviano;;2;14.00
