tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
2978.00;lecheria_entrada_0;316.19;14.49;2744.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.381 routing_cost_lech_L.381;234.00;cost_lech_L.381;1;2230.85;0.87;0.00;70.37;liviano;;1;44.00
2978.00;costanera_entrada_0;84.07;7.44;2760.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.230 routing_lech_cost_L.230;218.00;lech_cost_L.230;1;2231.71;1.01;0.00;59.73;liviano;;1;20.00
2979.00;fuerzas_armadas_entrada_1;144.11;5.15;2808.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.117 routing_cost_ffaa_L.117;171.00;cost_ffaa_L.117;1;1304.12;1.04;0.00;41.69;liviano;;1;1.00
2980.00;madre_vieja_entrada_0;821.32;16.80;2435.00;1.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.169 routing_ffaa_madre_L.169;545.00;ffaa_madre_L.169;1;3392.49;1.02;0.00;281.76;liviano;;5;165.00
2980.00;fuerzas_armadas_entrada_0;144.11;4.36;2760.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.115 routing_cost_ffaa_L.115;220.00;cost_ffaa_L.115;1;1304.15;0.87;0.00;65.72;liviano;;2;32.00
2984.00;fuerzas_armadas_entrada_1;144.11;4.45;2786.00;2.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.116 routing_cost_ffaa_L.116;198.00;cost_ffaa_L.116;1;1304.12;0.92;0.00;51.88;liviano;;1;1.00
2985.00;fuerzas_armadas_entrada_0;144.11;3.92;2520.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.140 routing_cost_ffaa_L1.140;465.00;cost_ffaa_L1.140;1;2931.26;0.75;0.00;112.27;liviano;;4;43.00
2986.00;madre_vieja_entrada_0;821.32;15.19;2423.00;3.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.168 routing_ffaa_madre_L.168;563.00;ffaa_madre_L.168;1;3392.44;0.93;0.00;288.35;liviano;;5;169.00
2986.00;costanera_entrada_0;84.07;7.47;2880.00;0.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto1.12 routing_res_puerto1.12;106.00;res_puerto1.12;1;646.63;0.94;0.00;21.58;liviano;;0;0.00
2987.00;costanera_entrada_1;84.07;7.99;2784.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.232 routing_lech_cost_L.232;203.00;lech_cost_L.232;1;2231.71;1.02;0.00;46.40;liviano;;1;2.00
2989.00;madre_vieja_entrada_0;821.32;15.52;2478.00;1.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.172 routing_ffaa_madre_L.172;511.00;ffaa_madre_L.172;1;3392.44;1.00;0.00;251.71;liviano;;3;139.00
2989.00;fuerzas_armadas_entrada_0;144.11;4.57;2846.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.79 routing_rio_cost_L1.79;143.00;rio_cost_L1.79;1;543.09;0.88;0.00;68.45;liviano;;1;50.00
2992.00;lecheria_entrada_1;316.19;15.66;2772.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.385 routing_cost_lech_L.385;220.00;cost_lech_L.385;1;2230.85;0.97;0.00;71.86;liviano;;1;23.00
2993.00;lecheria_entrada_0;316.19;17.64;2788.00;4.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.116 routing_cost_lech_M.116;205.00;cost_lech_M.116;1;2233.65;1.08;0.00;71.82;moto;;2;13.00
2995.00;lecheria_entrada_0;316.19;12.31;2751.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.382 routing_cost_lech_L.382;244.00;cost_lech_L.382;1;2236.88;0.79;0.00;61.40;liviano;;1;34.00
2999.00;lecheria_entrada_0;316.19;13.87;2739.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.380 routing_cost_lech_L.380;260.00;cost_lech_L.380;1;2236.88;0.91;0.00;94.44;liviano;;2;52.00
3001.00;lecheria_entrada_0;316.19;14.65;2794.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.388 routing_cost_lech_L.388;207.00;cost_lech_L.388;1;2230.85;0.91;0.00;49.80;liviano;;1;3.00
3001.00;lecheria_entrada_1;316.19;16.93;2801.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.389 routing_cost_lech_L.389;200.00;cost_lech_L.389;1;2236.88;1.02;0.00;54.72;liviano;;0;0.00
3002.00;lecheria_entrada_1;316.19;21.10;2812.00;4.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.117 routing_cost_lech_M.117;190.00;cost_lech_M.117;1;2239.68;1.30;0.00;74.66;moto;;0;0.00
3007.00;costanera_entrada_0;84.07;6.83;2629.00;1.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.73 routing_res_perrokero5.73;378.00;res_perrokero5.73;1;1321.78;0.93;0.00;221.32;liviano;;4;154.00
3007.00;fuerzas_armadas_entrada_0;144.11;4.05;2778.00;0.86;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.27 routing_cost_ffaa_P.27;229.00;cost_ffaa_P.27;1;1297.12;0.77;0.00;55.88;pesado;;1;7.00
3007.00;lecheria_entrada_0;316.19;15.24;2789.00;2.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.387 routing_cost_lech_L.387;218.00;cost_lech_L.387;1;2236.88;0.92;0.00;56.10;liviano;;2;7.00
3009.00;fuerzas_armadas_entrada_1;144.11;4.42;2592.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.144 routing_cost_ffaa_L1.144;417.00;cost_ffaa_L1.144;1;2931.26;0.91;0.00;123.90;liviano;;2;43.00
3011.00;costanera_entrada_0;84.07;6.45;2628.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.73 routing_rio_cost_L.73;383.00;rio_cost_L.73;1;1548.75;0.90;0.00;203.05;liviano;;3;141.00
3012.00;costanera_entrada_1;84.07;8.64;2664.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.74 routing_rio_cost_L.74;348.00;rio_cost_L.74;1;1548.75;1.06;0.00;196.03;liviano;;4;140.00
3014.00;costanera_entrada_0;84.07;7.13;2804.00;8.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.233 routing_lech_cost_L.233;210.00;lech_cost_L.233;1;2231.71;0.87;0.00;26.60;liviano;;2;3.00
3014.00;fuerzas_armadas_entrada_0;144.11;4.51;2886.00;6.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.80 routing_rio_cost_L1.80;128.00;rio_cost_L1.80;1;543.09;0.82;0.00;47.81;liviano;;2;29.00
3015.00;costanera_entrada_1;84.07;8.16;2670.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.74 routing_res_perrokero5.74;345.00;res_perrokero5.74;1;1321.78;1.01;0.00;202.23;liviano;;5;143.00
3017.00;costanera_entrada_1;84.07;8.61;2703.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.75 routing_res_perrokero5.75;314.00;res_perrokero5.75;1;1321.78;1.04;0.00;176.05;liviano;;3;120.00
3019.00;fuerzas_armadas_entrada_0;144.11;4.50;2919.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.81 routing_rio_cost_L1.81;100.00;rio_cost_L1.81;1;543.09;0.83;0.00;20.92;liviano;;1;4.00
3022.00;costanera_entrada_0;84.07;5.37;2707.00;7.00;lecheria_salida_0;12.10;0.00;tripinfo_lech_cost_P.30 routing_lech_cost_P.30;315.00;lech_cost_P.30;1;2224.71;0.68;30.00;40.86;pesado;;0;0.00
3023.00;costanera_entrada_1;84.07;5.87;2800.00;10.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.31 routing_lech_cost_C.31;223.00;lech_cost_C.31;1;2231.71;0.92;15.00;30.98;carrito;;0;0.00
3024.00;fuerzas_armadas_entrada_0;144.11;5.59;2546.00;8.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.141 routing_cost_ffaa_L1.141;478.00;cost_ffaa_L1.141;1;2931.29;1.09;0.00;230.10;liviano;;3;124.00
3025.00;lecheria_entrada_0;316.19;13.34;2765.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.384 routing_cost_lech_L.384;260.00;cost_lech_L.384;1;2236.88;0.81;0.00;74.55;liviano;;2;29.00
3026.00;fuerzas_armadas_entrada_0;144.11;4.82;2574.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.143 routing_cost_ffaa_L1.143;452.00;cost_ffaa_L1.143;1;2931.29;1.09;0.00;206.26;liviano;;3;99.00
3028.00;av_rio_entrada_0;228.82;12.39;2551.00;2.20;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.177 routing_lech_rio_L.177;477.00;lech_rio_L.177;1;3165.99;1.15;0.00;233.60;liviano;;3;121.00
3028.00;lecheria_entrada_0;316.19;12.32;2811.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.390 routing_cost_lech_L.390;217.00;cost_lech_L.390;1;2236.88;0.77;0.00;29.44;liviano;;0;0.00
3029.00;lecheria_entrada_1;316.19;13.95;2758.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.383 routing_cost_lech_L.383;271.00;cost_lech_L.383;1;2230.85;0.88;0.00;106.62;liviano;;2;45.00
3030.00;lecheria_entrada_1;316.19;15.12;2785.00;5.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.386 routing_cost_lech_L.386;245.00;cost_lech_L.386;1;2236.88;1.03;0.00;97.42;liviano;;2;27.00
3031.00;lecheria_entrada_0;316.19;10.84;2295.00;4.09;fuerzas_armadas_salida_0;12.10;0.00;tripinfo_ffaa_lech_P.21 routing_ffaa_lech_P.21;736.00;ffaa_lech_P.21;1;2899.39;0.66;30.00;317.84;pesado;;7;179.00
3032.00;lecheria_entrada_1;316.19;15.37;2506.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.174 routing_ffaa_lech_L.174;526.00;ffaa_lech_L.174;1;2906.39;0.96;0.00;290.88;liviano;;4;188.00
3032.00;madre_vieja_entrada_1;821.32;20.23;2531.00;11.00;res_salida_0;2.30;0.00;tripinfo_res_perrokero2.7 routing_res_perrokero2.7;501.00;res_perrokero2.7;1;3346.94;1.24;0.00;281.66;moto;;6;178.00
3033.00;lecheria_entrada_0;316.19;19.85;2593.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.72 routing_ffaa_lech_M.72;440.00;ffaa_lech_M.72;1;2909.19;1.22;0.00;241.78;moto;;4;147.00
3034.00;costanera_entrada_1;84.07;10.41;2813.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.78 routing_lech_cost_M.78;221.00;lech_cost_M.78;1;2234.51;1.26;0.00;92.34;moto;;1;32.00
3035.00;lecheria_entrada_1;316.19;16.25;2883.00;3.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto2.12 routing_res_puerto2.12;152.00;res_puerto2.12;1;1727.88;1.04;0.00;39.31;liviano;;1;4.00
3036.00;lecheria_entrada_0;316.19;11.41;2463.00;0.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.171 routing_ffaa_lech_L.171;573.00;ffaa_lech_L.171;1;2906.39;0.74;0.00;245.99;liviano;;3;137.00
3039.00;costanera_entrada_1;84.07;11.39;2849.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.79 routing_lech_cost_M.79;190.00;lech_cost_M.79;1;2229.33;1.42;0.00;72.69;moto;;2;7.00
3040.00;bissau_entrada_0;41.56;8.68;2898.00;18.00;lecheria_salida_0;5.10;0.00;tripinfo_res_bissau.24 routing_res_bissau.24;142.00;res_bissau.24;1;1255.67;1.06;0.00;50.67;liviano;;1;12.00
3041.00;fuerzas_armadas_entrada_0;144.11;5.34;2549.00;0.20;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.177 routing_madre_ffaa_L.177;492.00;madre_ffaa_L.177;1;3393.90;0.98;0.00;186.45;liviano;;4;89.00
3042.00;bissau_entrada_0;41.56;8.23;2899.00;19.00;lecheria_salida_0;2.30;0.00;tripinfo_res_bissau3.12 routing_res_bissau3.12;143.00;res_bissau3.12;1;1258.47;1.02;0.00;49.58;moto;;1;8.00
3045.00;costanera_entrada_0;84.07;7.12;2811.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.234 routing_lech_cost_L.234;234.00;lech_cost_L.234;1;2226.53;0.88;0.00;53.65;liviano;;1;30.00
3046.00;av_rio_entrada_1;228.82;12.41;2607.00;0.60;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.181 routing_lech_rio_L.181;439.00;lech_rio_L.181;1;3170.09;1.21;0.00;208.89;liviano;;4;68.00
3048.00;costanera_entrada_0;84.07;7.37;2820.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.235 routing_lech_cost_L.235;228.00;lech_cost_L.235;1;2231.71;0.92;0.00;54.67;liviano;;1;25.00
3049.00;madre_vieja_entrada_0;821.32;17.61;2524.00;4.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.175 routing_ffaa_madre_L.175;525.00;ffaa_madre_L.175;1;3392.44;1.08;0.00;279.84;liviano;;5;166.00
3050.00;lecheria_entrada_0;316.19;16.34;2564.00;0.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.178 routing_ffaa_lech_L.178;486.00;ffaa_lech_L.178;1;2906.39;1.06;0.00;268.07;liviano;;5;161.00
3051.00;lecheria_entrada_0;316.19;17.14;2578.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.179 routing_ffaa_lech_L.179;473.00;ffaa_lech_L.179;1;2906.39;1.10;0.00;266.43;liviano;;4;154.00
3052.00;av_rio_entrada_0;228.82;8.40;2564.00;0.80;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.178 routing_lech_rio_L.178;488.00;lech_rio_L.178;1;3170.09;0.85;0.00;164.00;liviano;;4;88.00
3053.00;costanera_entrada_0;84.07;6.51;2832.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.236 routing_lech_cost_L.236;221.00;lech_cost_L.236;1;2226.53;0.88;0.00;39.92;liviano;;1;14.00
3053.00;costanera_entrada_1;84.07;7.69;2847.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.237 routing_lech_cost_L.237;206.00;lech_cost_L.237;1;2226.53;0.97;0.00;41.15;liviano;;1;4.00
3061.00;fuerzas_armadas_entrada_0;144.11;3.86;2520.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.175 routing_madre_ffaa_L.175;541.00;madre_ffaa_L.175;1;3393.87;0.74;0.00;138.62;liviano;;3;77.00
3064.00;fuerzas_armadas_entrada_0;144.11;4.37;2564.00;0.80;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.178 routing_madre_ffaa_L.178;500.00;madre_ffaa_L.178;1;3393.87;0.90;0.00;157.41;liviano;;5;46.00
3066.00;fuerzas_armadas_entrada_0;144.11;5.39;2566.00;1.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.57 routing_madre_ffaa_M.57;500.00;madre_ffaa_M.57;1;3396.70;1.10;0.00;204.45;moto;;4;60.00
3066.00;fuerzas_armadas_entrada_1;144.11;3.41;2955.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.82 routing_rio_cost_L1.82;111.00;rio_cost_L1.82;1;543.09;0.69;0.00;15.45;liviano;;0;0.00
3068.00;fuerzas_armadas_entrada_0;144.11;4.77;2556.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.142 routing_cost_ffaa_L1.142;512.00;cost_ffaa_L1.142;1;2931.29;0.95;0.00;233.47;liviano;;5;116.00
3069.00;bissau_entrada_0;41.56;6.14;2643.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_res_bissau1.22 routing_res_bissau1.22;426.00;res_bissau1.22;1;2008.45;0.83;0.00;193.53;liviano;;4;135.00
3071.00;av_rio_entrada_0;228.82;9.81;2578.00;0.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.179 routing_lech_rio_L.179;493.00;lech_rio_L.179;1;3165.99;0.91;0.00;193.15;liviano;;5;97.00
3075.00;lecheria_entrada_0;316.19;13.46;2816.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.391 routing_cost_lech_L.391;259.00;cost_lech_L.391;1;2236.88;0.84;0.00;87.00;liviano;;1;51.00
3075.00;fuerzas_armadas_entrada_0;144.11;4.08;2991.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.83 routing_rio_cost_L1.83;84.00;rio_cost_L1.83;1;543.09;0.92;0.00;11.92;liviano;;0;0.00
3077.00;fuerzas_armadas_entrada_1;144.11;5.62;2628.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.146 routing_cost_ffaa_L1.146;449.00;cost_ffaa_L1.146;1;2936.44;1.03;0.00;193.82;liviano;;6;66.00
3077.00;lecheria_entrada_1;316.19;13.72;2837.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.394 routing_cost_lech_L.394;240.00;cost_lech_L.394;1;2230.85;0.90;0.00;79.30;liviano;;2;37.00
3078.00;lecheria_entrada_1;316.19;15.92;2852.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.396 routing_cost_lech_L.396;226.00;cost_lech_L.396;1;2230.85;1.03;0.00;85.56;liviano;;1;25.00
3083.00;lecheria_entrada_0;316.19;11.17;2401.00;1.00;fuerzas_armadas_salida_0;12.10;0.00;tripinfo_ffaa_lech_P.22 routing_ffaa_lech_P.22;682.00;ffaa_lech_P.22;1;2899.39;0.69;30.00;286.44;pesado;;4;159.00
3083.00;lecheria_entrada_1;316.19;16.31;2516.00;6.91;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_C.23 routing_ffaa_lech_C.23;567.00;ffaa_lech_C.23;1;2906.39;0.99;15.00;302.18;carrito;;4;168.00
3088.00;av_rio_entrada_0;228.82;9.74;2625.00;4.20;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.182 routing_lech_rio_L.182;463.00;lech_rio_L.182;1;3170.09;0.92;0.00;165.54;liviano;;4;66.00
3088.00;lecheria_entrada_1;316.19;16.29;2873.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.399 routing_cost_lech_L.399;215.00;cost_lech_L.399;1;2230.85;1.00;0.00;70.88;liviano;;1;6.00
3088.00;fuerzas_armadas_entrada_0;144.11;5.19;2880.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.120 routing_cost_ffaa_L.120;208.00;cost_ffaa_L.120;1;1304.12;1.05;0.00;79.54;liviano;;3;38.00
3089.00;costanera_entrada_1;84.07;7.38;2736.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.76 routing_rio_cost_L.76;353.00;rio_cost_L.76;1;1548.75;0.90;0.00;174.66;liviano;;4;136.00
3089.00;lecheria_entrada_0;316.19;18.69;2893.00;13.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.120 routing_cost_lech_M.120;196.00;cost_lech_M.120;1;2233.65;1.29;0.00;79.95;moto;;1;1.00
3090.00;costanera_entrada_0;84.07;6.28;2700.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.75 routing_rio_cost_L.75;390.00;rio_cost_L.75;1;1548.75;0.82;0.00;194.82;liviano;;4;150.00
3092.00;lecheria_entrada_0;316.19;13.27;2844.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.395 routing_cost_lech_L.395;248.00;cost_lech_L.395;1;2236.88;0.82;0.00;70.72;liviano;;1;28.00
3092.00;civo_0;195.28;4.17;2880.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_res_civo.12 routing_res_civo.12;212.00;res_civo.12;1;1045.38;0.81;0.00;59.19;liviano;;1;5.00
3093.00;fuerzas_armadas_entrada_0;144.11;3.64;2535.00;0.60;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.176 routing_madre_ffaa_L.176;558.00;madre_ffaa_L.176;1;3393.87;0.76;0.00;160.90;liviano;;6;76.00
3096.00;fuerzas_armadas_entrada_1;144.11;3.65;2610.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.145 routing_cost_ffaa_L1.145;486.00;cost_ffaa_L1.145;1;2931.26;0.78;0.00;145.73;liviano;;5;69.00
3097.00;costanera_entrada_0;84.07;6.04;2741.00;5.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.76 routing_res_perrokero5.76;356.00;res_perrokero5.76;1;1321.78;0.84;0.00;187.37;liviano;;7;127.00
3098.00;fuerzas_armadas_entrada_0;144.11;3.84;2592.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.180 routing_madre_ffaa_L.180;506.00;madre_ffaa_L.180;1;3393.87;0.84;0.00;141.82;liviano;;6;63.00
3098.00;lecheria_entrada_0;316.19;14.10;2830.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.393 routing_cost_lech_L.393;268.00;cost_lech_L.393;1;2230.85;0.88;0.00;88.86;liviano;;1;40.00
3099.00;costanera_entrada_0;84.07;8.84;2813.00;5.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.78 routing_res_perrokero5.78;286.00;res_perrokero5.78;1;1321.78;1.08;0.00;152.64;liviano;;3;94.00
3101.00;lecheria_entrada_0;316.19;13.95;2607.00;0.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.181 routing_ffaa_lech_L.181;494.00;ffaa_lech_L.181;1;2906.39;0.91;0.00;229.39;liviano;;3;127.00
3104.00;lecheria_entrada_1;316.19;15.13;2892.00;12.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.400 routing_cost_lech_L.400;212.00;cost_lech_L.400;1;2236.88;0.94;0.00;50.90;liviano;;0;0.00
3106.00;lecheria_entrada_1;316.19;14.31;2866.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.398 routing_cost_lech_L.398;240.00;cost_lech_L.398;1;2236.88;0.92;0.00;80.70;liviano;;1;9.00
3107.00;lecheria_entrada_1;316.19;17.65;2834.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.118 routing_cost_lech_M.118;273.00;cost_lech_M.118;1;2233.65;1.09;0.00;121.00;moto;;3;43.00
3109.00;lecheria_entrada_0;316.19;11.59;2858.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.119 routing_cost_lech_M.119;251.00;cost_lech_M.119;1;2233.65;0.72;0.00;50.61;moto;;1;15.00
3109.00;lecheria_entrada_1;316.19;15.48;2859.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.397 routing_cost_lech_L.397;250.00;cost_lech_L.397;1;2236.88;0.97;0.00;97.13;liviano;;1;15.00
3112.00;costanera_entrada_0;84.07;10.65;2885.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.80 routing_lech_cost_M.80;227.00;lech_cost_M.80;1;2234.51;1.33;0.00;103.64;moto;;2;42.00
3113.00;av_rio_entrada_0;228.82;10.22;2650.00;0.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.184 routing_lech_rio_L.184;463.00;lech_rio_L.184;1;3170.09;0.92;0.00;163.94;liviano;;5;77.00
3113.00;lecheria_entrada_0;316.19;21.73;2665.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.74 routing_ffaa_lech_M.74;448.00;ffaa_lech_M.74;1;2909.19;1.36;0.00;281.39;moto;;4;148.00
3117.00;lecheria_entrada_1;316.19;13.58;2895.00;7.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.401 routing_cost_lech_L.401;222.00;cost_lech_L.401;1;2236.88;0.88;0.00;57.28;liviano;;1;1.00
3119.00;costanera_entrada_0;84.07;7.87;2856.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.238 routing_lech_cost_L.238;263.00;lech_cost_L.238;1;2231.71;0.98;0.00;100.35;liviano;;1;13.00
3119.00;fuerzas_armadas_entrada_0;144.11;4.24;3026.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.84 routing_rio_cost_L1.84;93.00;rio_cost_L1.84;1;543.09;0.85;0.00;15.40;liviano;;0;0.00
3120.00;madre_vieja_entrada_0;821.32;14.48;2538.00;3.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.176 routing_ffaa_madre_L.176;582.00;ffaa_madre_L.176;1;3392.44;0.88;0.00;282.05;liviano;;5;184.00
3122.00;madre_vieja_entrada_1;821.32;13.90;2520.00;0.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero.14 routing_res_perrokero.14;602.00;res_perrokero.14;1;3344.09;0.86;0.00;298.02;liviano;;6;211.00
3122.00;madre_vieja_entrada_0;821.32;18.27;2579.00;1.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.179 routing_ffaa_madre_L.179;543.00;ffaa_madre_L.179;1;3392.44;1.15;0.00;312.30;liviano;;6;176.00
3123.00;madre_vieja_entrada_0;821.32;16.86;2565.00;1.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.178 routing_ffaa_madre_L.178;558.00;ffaa_madre_L.178;1;3392.49;1.04;0.00;303.40;liviano;;4;170.00
3123.00;madre_vieja_entrada_1;821.32;15.68;2595.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.180 routing_ffaa_madre_L.180;528.00;ffaa_madre_L.180;1;3392.49;1.08;0.00;272.60;liviano;;4;159.00
3124.00;costanera_entrada_0;84.07;7.70;2868.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.239 routing_lech_cost_L.239;256.00;lech_cost_L.239;1;2226.53;0.93;0.00;74.77;liviano;;1;13.00
3125.00;lecheria_entrada_0;316.19;9.95;2823.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.392 routing_cost_lech_L.392;302.00;cost_lech_L.392;1;2236.88;0.64;0.00;69.18;liviano;;1;41.00
3126.00;madre_vieja_entrada_0;821.32;14.68;2550.00;1.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.177 routing_ffaa_madre_L.177;576.00;ffaa_madre_L.177;1;3392.44;0.90;0.00;275.77;liviano;;5;171.00
