data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
145.00;lecheria_haciacaminoreal_1;12.50;26.02;8.00
145.00;semaforo_caminoreal_FA_0;3.20;3.20;21.00
145.00;semaforo_caminoreal_FA_1;6.00;12.54;5.00
145.00;semaforo_caminoreal_elejercito_1;7.00;7.00;4.00
146.00;lecheria_haciacaminoreal_0;15.21;15.21;10.00
146.00;lecheria_haciacaminoreal_1;19.01;25.72;9.00
146.00;semaforo_caminoreal_FA_0;3.20;3.20;22.00
146.00;semaforo_caminoreal_FA_1;12.51;12.51;6.00
146.00;semaforo_caminoreal_elejercito_1;7.00;7.00;5.00
147.00;lecheria_haciacaminoreal_0;15.21;15.21;11.00
147.00;lecheria_haciacaminoreal_1;19.00;25.61;10.00
147.00;semaforo_caminoreal_FA_0;3.20;9.35;23.00
147.00;semaforo_caminoreal_FA_1;12.50;19.11;7.00
147.00;semaforo_caminoreal_elejercito_1;7.00;7.00;6.00
148.00;lecheria_haciacaminoreal_0;15.21;21.86;12.00
148.00;lecheria_haciacaminoreal_1;25.54;25.54;11.00
148.00;semaforo_caminoreal_FA_0;9.29;12.14;24.00
148.00;semaforo_caminoreal_FA_1;19.01;19.01;8.00
148.00;semaforo_caminoreal_elejercito_1;7.00;7.00;7.00
149.00;costanera_hacialecheria_1;0.00;2.63;0.00
149.00;lecheria_haciacaminoreal_0;15.20;21.76;13.00
149.00;lecheria_haciacaminoreal_1;25.51;25.51;12.00
149.00;semaforo_caminoreal_FA_0;9.25;12.01;25.00
149.00;semaforo_caminoreal_FA_1;19.01;19.01;9.00
149.00;semaforo_caminoreal_elejercito_1;7.00;7.00;8.00
150.00;lecheria_haciacaminoreal_0;21.71;21.71;14.00
150.00;lecheria_haciacaminoreal_1;25.50;25.50;13.00
150.00;semaforo_caminoreal_FA_0;11.96;11.96;26.00
150.00;semaforo_caminoreal_FA_1;19.00;19.00;10.00
150.00;semaforo_caminoreal_elejercito_1;7.00;7.00;9.00
150.00;semaforo_caminoreal_elejercito_2;0.00;7.11;0.00
151.00;lecheria_haciacaminoreal_0;21.71;21.71;15.00
151.00;lecheria_haciacaminoreal_1;25.50;32.32;14.00
151.00;semaforo_caminoreal_FA_0;11.94;11.94;27.00
151.00;semaforo_caminoreal_FA_1;19.00;19.00;11.00
151.00;semaforo_caminoreal_elejercito_1;7.00;7.00;10.00
151.00;semaforo_caminoreal_elejercito_2;7.04;7.04;1.00
152.00;lecheria_haciacaminoreal_0;21.70;21.70;16.00
152.00;lecheria_haciacaminoreal_1;25.50;32.09;15.00
152.00;semaforo_caminoreal_FA_0;11.93;11.93;28.00
152.00;semaforo_caminoreal_FA_1;19.00;19.00;12.00
152.00;semaforo_caminoreal_elejercito_1;7.00;9.79;11.00
152.00;semaforo_caminoreal_elejercito_2;7.02;7.02;2.00
153.00;lecheria_haciacaminoreal_0;21.70;21.70;17.00
153.00;lecheria_haciacaminoreal_1;32.04;32.04;16.00
153.00;semaforo_caminoreal_FA_0;11.92;11.92;29.00
153.00;semaforo_caminoreal_FA_1;19.00;19.00;13.00
153.00;semaforo_caminoreal_elejercito_1;9.71;9.71;12.00
153.00;semaforo_caminoreal_elejercito_2;7.01;7.01;3.00
154.00;FA_1_0;12.12;12.12;1.00
154.00;lecheria_haciacaminoreal_0;38.79;38.79;18.00
154.00;lecheria_haciacaminoreal_1;32.01;32.01;17.00
154.00;semaforo_caminoreal_FA_0;11.91;11.91;30.00
154.00;semaforo_caminoreal_FA_1;19.00;19.00;14.00
154.00;semaforo_caminoreal_elejercito_1;9.70;9.70;13.00
154.00;semaforo_caminoreal_elejercito_2;7.00;7.00;4.00
155.00;FA_1_0;12.10;12.10;2.00
155.00;lecheria_haciacaminoreal_0;38.74;38.74;19.00
155.00;lecheria_haciacaminoreal_1;32.01;38.70;18.00
155.00;semaforo_caminoreal_FA_0;11.91;11.91;31.00
155.00;semaforo_caminoreal_FA_1;19.00;19.00;15.00
155.00;semaforo_caminoreal_elejercito_1;9.70;9.70;14.00
155.00;semaforo_caminoreal_elejercito_2;7.00;7.00;5.00
156.00;FA_1_0;12.10;12.10;3.00
156.00;lecheria_haciacaminoreal_0;38.72;38.72;20.00
156.00;lecheria_haciacaminoreal_1;32.01;38.57;19.00
156.00;semaforo_caminoreal_FA_0;11.90;11.90;32.00
156.00;semaforo_caminoreal_FA_1;19.00;19.00;16.00
156.00;semaforo_caminoreal_elejercito_0;0.00;14.13;0.00
156.00;semaforo_caminoreal_elejercito_1;9.70;9.70;15.00
156.00;semaforo_caminoreal_elejercito_2;7.00;13.77;6.00
157.00;FA_1_0;12.10;12.10;4.00
157.00;lecheria_haciacaminoreal_0;38.71;38.71;21.00
157.00;lecheria_haciacaminoreal_1;38.51;45.34;20.00
157.00;semaforo_caminoreal_FA_0;11.90;18.61;33.00
157.00;semaforo_caminoreal_FA_1;19.00;19.00;17.00
157.00;semaforo_caminoreal_elejercito_0;14.08;21.12;1.00
157.00;semaforo_caminoreal_elejercito_1;9.70;9.70;16.00
157.00;semaforo_caminoreal_elejercito_2;7.00;13.61;7.00
158.00;FA_1_0;12.10;12.10;5.00
158.00;ejercito4_0;0.00;65.50;0.00
158.00;lecheria_haciacaminoreal_0;38.71;38.71;22.00
158.00;lecheria_haciacaminoreal_1;38.51;45.03;21.00
158.00;semaforo_caminoreal_FA_0;11.90;18.45;34.00
158.00;semaforo_caminoreal_FA_1;19.00;19.00;18.00
158.00;semaforo_caminoreal_elejercito_0;14.05;20.69;2.00
158.00;semaforo_caminoreal_elejercito_1;9.70;9.70;17.00
158.00;semaforo_caminoreal_elejercito_2;7.00;13.50;8.00
159.00;:interseccion_avrio_FA_5_1;24.72;0.00;1.00
159.00;FA_1_0;12.10;12.10;6.00
159.00;ejercito4_0;0.00;64.21;0.00
159.00;lecheria_haciacaminoreal_0;38.71;38.71;23.00
159.00;lecheria_haciacaminoreal_1;45.02;45.02;22.00
159.00;semaforo_caminoreal_FA_0;18.42;18.42;35.00
159.00;semaforo_caminoreal_FA_1;19.00;19.00;19.00
159.00;semaforo_caminoreal_elejercito_0;20.60;20.60;3.00
159.00;semaforo_caminoreal_elejercito_1;9.70;9.70;18.00
159.00;semaforo_caminoreal_elejercito_2;13.50;13.50;9.00
160.00;:interseccion_avrio_FA_5_1;24.69;0.00;2.00
160.00;FA_1_0;12.10;12.10;7.00
160.00;ejercito4_0;0.00;64.08;0.00
160.00;lecheria_haciacaminoreal_0;38.71;38.71;24.00
160.00;lecheria_haciacaminoreal_1;45.01;45.01;23.00
160.00;semaforo_caminoreal_FA_0;18.41;18.41;36.00
160.00;semaforo_caminoreal_FA_1;19.00;19.00;20.00
160.00;semaforo_caminoreal_elejercito_0;20.53;20.53;4.00
160.00;semaforo_caminoreal_elejercito_1;9.70;9.70;19.00
160.00;semaforo_caminoreal_elejercito_2;13.50;13.50;10.00
161.00;-371794626#1_0;0.00;6.58;0.00
161.00;FA_1_0;12.10;12.10;8.00
161.00;ejercito4_0;0.00;64.05;0.00
161.00;lecheria_haciacaminoreal_0;45.22;45.22;25.00
161.00;lecheria_haciacaminoreal_1;45.01;45.01;24.00
161.00;semaforo_caminoreal_FA_0;18.40;18.40;37.00
161.00;semaforo_caminoreal_FA_1;19.00;19.00;21.00
161.00;semaforo_caminoreal_elejercito_0;20.51;20.51;5.00
161.00;semaforo_caminoreal_elejercito_1;9.70;9.70;20.00
161.00;semaforo_caminoreal_elejercito_2;13.50;13.50;11.00
162.00;-371794626#1_0;0.00;6.08;0.00
162.00;FA_1_0;12.10;12.10;9.00
162.00;ejercito4_0;0.00;64.05;0.00
162.00;lecheria_haciacaminoreal_0;45.21;45.21;26.00
162.00;lecheria_haciacaminoreal_1;45.01;45.01;25.00
162.00;semaforo_caminoreal_FA_0;18.40;18.40;38.00
162.00;semaforo_caminoreal_FA_1;19.00;19.00;22.00
162.00;semaforo_caminoreal_elejercito_0;20.51;20.51;6.00
162.00;semaforo_caminoreal_elejercito_1;9.70;16.46;21.00
162.00;semaforo_caminoreal_elejercito_2;13.50;13.50;12.00
163.00;-371794626#1_0;6.02;6.02;1.00
163.00;-371794626#1_1;6.02;6.02;1.00
163.00;FA_1_0;12.10;12.10;10.00
163.00;ejercito4_0;0.00;64.05;0.00
163.00;lecheria_haciacaminoreal_0;45.21;45.21;27.00
163.00;lecheria_haciacaminoreal_1;45.01;45.01;26.00
163.00;semaforo_caminoreal_FA_0;18.40;18.40;39.00
163.00;semaforo_caminoreal_FA_1;19.00;19.00;23.00
163.00;semaforo_caminoreal_elejercito_0;20.50;20.50;7.00
163.00;semaforo_caminoreal_elejercito_1;9.70;16.22;22.00
163.00;semaforo_caminoreal_elejercito_2;13.50;13.50;13.00
164.00;-371794626#1_0;6.01;6.01;2.00
164.00;-371794626#1_1;6.01;6.01;2.00
164.00;ejercito4_0;0.00;64.05;0.00
164.00;lecheria_haciacaminoreal_0;45.21;45.21;28.00
164.00;lecheria_haciacaminoreal_1;45.01;45.01;27.00
164.00;semaforo_caminoreal_FA_0;18.40;18.40;17.00
164.00;semaforo_caminoreal_FA_1;19.00;19.00;19.00
164.00;semaforo_caminoreal_elejercito_0;20.50;20.50;8.00
164.00;semaforo_caminoreal_elejercito_1;16.21;16.21;23.00
164.00;semaforo_caminoreal_elejercito_2;13.50;13.50;14.00
165.00;-371794626#1_0;6.00;6.00;3.00
165.00;-371794626#1_1;6.00;6.00;3.00
165.00;ejercito4_0;0.00;64.05;0.00
165.00;lecheria_haciacaminoreal_0;45.21;45.21;29.00
165.00;lecheria_haciacaminoreal_1;45.01;45.01;28.00
165.00;semaforo_caminoreal_FA_0;18.40;18.40;16.00
165.00;semaforo_caminoreal_FA_1;19.00;19.00;18.00
165.00;semaforo_caminoreal_elejercito_0;20.50;20.50;9.00
165.00;semaforo_caminoreal_elejercito_1;16.20;16.20;24.00
165.00;semaforo_caminoreal_elejercito_2;13.50;13.50;15.00
166.00;-371794626#1_0;6.00;6.00;4.00
166.00;-371794626#1_1;6.00;6.00;4.00
166.00;ejercito4_0;0.00;64.05;0.00
166.00;lecheria_haciacaminoreal_0;45.21;45.21;30.00
166.00;lecheria_haciacaminoreal_1;45.01;45.01;29.00
166.00;semaforo_caminoreal_FA_0;18.40;18.40;8.00
166.00;semaforo_caminoreal_FA_1;0.00;17.97;0.00
166.00;semaforo_caminoreal_elejercito_0;20.50;20.50;10.00
166.00;semaforo_caminoreal_elejercito_1;16.20;16.20;25.00
166.00;semaforo_caminoreal_elejercito_2;13.50;13.50;16.00
167.00;-371794626#1_0;6.00;6.00;5.00
167.00;FA_1_0;0.00;13.09;0.00
167.00;ejercito4_0;0.00;64.05;0.00
167.00;lecheria_haciacaminoreal_0;45.21;45.21;31.00
167.00;lecheria_haciacaminoreal_1;45.01;45.01;30.00
167.00;semaforo_caminoreal_elejercito_0;20.50;27.03;11.00
167.00;semaforo_caminoreal_elejercito_1;16.20;16.20;26.00
167.00;semaforo_caminoreal_elejercito_2;13.50;13.50;17.00
168.00;FA_1_0;0.00;11.94;0.00
168.00;ejercito4_0;0.00;64.05;0.00
168.00;lecheria_haciacaminoreal_0;45.21;45.21;29.00
168.00;lecheria_haciacaminoreal_1;45.01;45.01;26.00
168.00;semaforo_caminoreal_elejercito_0;27.01;27.01;12.00
168.00;semaforo_caminoreal_elejercito_1;16.20;16.20;27.00
168.00;semaforo_caminoreal_elejercito_2;13.50;13.50;18.00
169.00;FA_1_0;0.00;10.93;0.00
169.00;ejercito4_0;0.00;64.05;0.00
169.00;lecheria_haciacaminoreal_0;45.21;45.21;29.00
169.00;lecheria_haciacaminoreal_1;45.01;45.01;24.00
169.00;semaforo_caminoreal_elejercito_0;27.00;27.00;13.00
169.00;semaforo_caminoreal_elejercito_1;16.20;16.20;28.00
169.00;semaforo_caminoreal_elejercito_2;13.50;13.50;19.00
170.00;ejercito4_0;0.00;64.05;0.00
170.00;lecheria_haciacaminoreal_0;45.21;45.21;21.00
170.00;lecheria_haciacaminoreal_1;45.01;45.01;23.00
170.00;semaforo_caminoreal_elejercito_0;27.00;27.00;14.00
170.00;semaforo_caminoreal_elejercito_1;16.20;16.20;29.00
170.00;semaforo_caminoreal_elejercito_2;13.50;13.50;20.00
171.00;FA_1_0;0.00;8.13;0.00
171.00;ejercito4_0;0.00;64.05;0.00
171.00;lecheria_haciacaminoreal_0;45.21;45.21;18.00
171.00;lecheria_haciacaminoreal_1;47.71;47.71;19.00
171.00;semaforo_caminoreal_elejercito_0;27.00;27.00;15.00
171.00;semaforo_caminoreal_elejercito_1;16.20;16.20;30.00
171.00;semaforo_caminoreal_elejercito_2;13.50;20.38;21.00
172.00;ejercito4_0;0.00;64.05;0.00
172.00;lecheria_haciacaminoreal_0;45.21;45.21;12.00
172.00;lecheria_haciacaminoreal_1;47.71;47.71;16.00
172.00;semaforo_caminoreal_elejercito_0;27.00;27.00;16.00
172.00;semaforo_caminoreal_elejercito_1;16.20;16.20;31.00
172.00;semaforo_caminoreal_elejercito_2;13.50;20.14;22.00
173.00;ejercito4_0;0.00;64.05;0.00
173.00;lecheria_haciacaminoreal_0;0.00;45.04;0.00
173.00;lecheria_haciacaminoreal_1;47.71;54.38;15.00
173.00;semaforo_caminoreal_elejercito_0;27.00;27.00;17.00
173.00;semaforo_caminoreal_elejercito_1;16.20;16.20;32.00
173.00;semaforo_caminoreal_elejercito_2;20.06;20.06;23.00
174.00;ejercito4_0;0.00;64.05;0.00
174.00;lecheria_haciacaminoreal_0;0.00;44.45;0.00
174.00;lecheria_haciacaminoreal_1;47.71;54.22;4.00
174.00;semaforo_caminoreal_elejercito_0;27.00;27.00;18.00
174.00;semaforo_caminoreal_elejercito_1;16.20;16.20;33.00
174.00;semaforo_caminoreal_elejercito_2;20.01;20.01;24.00
175.00;ejercito4_0;0.00;64.05;0.00
175.00;lecheria_haciacaminoreal_0;0.00;43.59;0.00
175.00;lecheria_haciacaminoreal_1;54.21;54.21;1.00
175.00;semaforo_caminoreal_elejercito_0;27.00;27.00;19.00
175.00;semaforo_caminoreal_elejercito_1;16.20;16.20;34.00
175.00;semaforo_caminoreal_elejercito_2;20.00;20.00;25.00
176.00;lecheria_haciacaminoreal_0;0.00;50.43;0.00
176.00;lecheria_haciacaminoreal_1;0.00;54.11;0.00
176.00;semaforo_caminoreal_elejercito_0;27.00;27.00;20.00
176.00;semaforo_caminoreal_elejercito_1;16.20;22.79;35.00
176.00;semaforo_caminoreal_elejercito_2;20.00;20.00;26.00
177.00;lecheria_haciacaminoreal_0;0.00;49.75;0.00
177.00;lecheria_haciacaminoreal_1;0.00;53.17;0.00
177.00;semaforo_caminoreal_elejercito_0;27.00;27.00;21.00
177.00;semaforo_caminoreal_elejercito_1;22.74;22.74;36.00
177.00;semaforo_caminoreal_elejercito_2;20.00;20.00;27.00
178.00;lecheria_haciacaminoreal_0;0.00;48.66;0.00
178.00;semaforo_caminoreal_elejercito_0;27.00;27.00;22.00
178.00;semaforo_caminoreal_elejercito_1;22.72;22.72;37.00
178.00;semaforo_caminoreal_elejercito_2;20.00;20.00;28.00
179.00;semaforo_caminoreal_elejercito_0;27.00;27.00;23.00
179.00;semaforo_caminoreal_elejercito_1;22.71;22.71;38.00
179.00;semaforo_caminoreal_elejercito_2;20.00;20.00;29.00
180.00;madre_vieja_salida_1;0.00;6.25;0.00
180.00;semaforo_caminoreal_elejercito_0;27.00;27.00;24.00
180.00;semaforo_caminoreal_elejercito_1;22.70;22.70;39.00
180.00;semaforo_caminoreal_elejercito_2;20.00;20.00;30.00
181.00;madre_vieja_salida_1;0.00;6.09;0.00
181.00;semaforo_caminoreal_elejercito_0;27.00;27.00;25.00
181.00;semaforo_caminoreal_elejercito_1;22.70;22.70;40.00
181.00;semaforo_caminoreal_elejercito_2;20.00;20.00;31.00
182.00;madre_vieja_salida_1;6.04;6.04;1.00
182.00;semaforo_caminoreal_elejercito_0;27.00;27.00;26.00
182.00;semaforo_caminoreal_elejercito_1;22.70;22.70;41.00
182.00;semaforo_caminoreal_elejercito_2;20.00;20.00;32.00
183.00;madre_vieja_salida_0;6.01;6.01;2.00
183.00;semaforo_caminoreal_elejercito_0;27.00;27.00;27.00
183.00;semaforo_caminoreal_elejercito_1;22.70;22.70;42.00
183.00;semaforo_caminoreal_elejercito_2;20.00;20.00;33.00
184.00;madre_vieja_salida_0;6.00;6.00;3.00
184.00;semaforo_caminoreal_elejercito_0;27.00;27.00;28.00
184.00;semaforo_caminoreal_elejercito_1;22.70;25.46;43.00
184.00;semaforo_caminoreal_elejercito_2;20.00;26.69;34.00
185.00;FA_1_0;0.00;5.10;0.00
185.00;avrio_1_0;0.00;5.16;0.00
185.00;madre_vieja_salida_0;6.00;6.00;4.00
185.00;semaforo_caminoreal_elejercito_0;27.00;27.00;29.00
185.00;semaforo_caminoreal_elejercito_1;25.41;25.41;44.00
185.00;semaforo_caminoreal_elejercito_2;20.00;26.53;35.00
186.00;FA_1_0;5.10;5.10;1.00
186.00;madre_vieja_salida_0;6.00;6.00;5.00
186.00;semaforo_caminoreal_elejercito_0;27.00;27.00;30.00
186.00;semaforo_caminoreal_elejercito_1;25.41;25.41;45.00
186.00;semaforo_caminoreal_elejercito_2;26.51;26.51;36.00
187.00;madre_vieja_salida_0;6.00;6.00;6.00
187.00;semaforo_caminoreal_elejercito_0;27.00;27.00;31.00
187.00;semaforo_caminoreal_elejercito_1;25.41;25.41;46.00
187.00;semaforo_caminoreal_elejercito_2;26.51;26.51;37.00
188.00;madre_vieja_salida_0;6.00;6.00;7.00
188.00;semaforo_caminoreal_elejercito_0;27.00;27.00;32.00
188.00;semaforo_caminoreal_elejercito_1;25.41;25.41;47.00
188.00;semaforo_caminoreal_elejercito_2;26.50;26.50;38.00
189.00;madre_vieja_salida_0;6.00;6.00;8.00
189.00;madre_vieja_salida_1;6.05;6.05;1.00
189.00;semaforo_caminoreal_elejercito_0;27.00;27.00;33.00
189.00;semaforo_caminoreal_elejercito_1;25.41;25.41;48.00
189.00;semaforo_caminoreal_elejercito_2;26.50;26.50;39.00
190.00;madre_vieja_salida_0;6.00;6.00;9.00
190.00;madre_vieja_salida_1;6.02;6.02;2.00
190.00;semaforo_caminoreal_elejercito_0;27.00;27.00;34.00
190.00;semaforo_caminoreal_elejercito_1;31.93;31.93;49.00
190.00;semaforo_caminoreal_elejercito_2;26.50;26.50;40.00
191.00;madre_vieja_salida_0;6.00;6.00;10.00
191.00;madre_vieja_salida_1;6.00;6.00;3.00
191.00;semaforo_caminoreal_elejercito_0;27.00;27.00;35.00
191.00;semaforo_caminoreal_elejercito_1;31.91;31.91;50.00
191.00;semaforo_caminoreal_elejercito_2;26.50;26.50;41.00
192.00;madre_vieja_salida_0;6.00;6.00;11.00
192.00;madre_vieja_salida_1;6.00;6.00;4.00
192.00;semaforo_caminoreal_elejercito_0;27.00;33.64;36.00
192.00;semaforo_caminoreal_elejercito_1;31.91;31.91;51.00
192.00;semaforo_caminoreal_elejercito_2;26.50;26.50;42.00
193.00;madre_vieja_salida_0;6.00;6.00;12.00
193.00;madre_vieja_salida_1;6.00;6.00;5.00
193.00;semaforo_caminoreal_FA_1;0.00;6.15;0.00
193.00;semaforo_caminoreal_elejercito_0;33.55;33.55;35.00
193.00;semaforo_caminoreal_elejercito_1;31.91;31.91;41.00
193.00;semaforo_caminoreal_elejercito_2;26.50;29.30;35.00
194.00;lecheria_salida_1;348.50;0.00;1.00
194.00;madre_vieja_salida_0;6.00;6.00;13.00
194.00;madre_vieja_salida_1;6.00;6.00;6.00
194.00;semaforo_caminoreal_FA_1;6.06;6.06;1.00
194.00;semaforo_caminoreal_elejercito_0;33.51;33.51;27.00
194.00;semaforo_caminoreal_elejercito_1;31.91;31.91;31.00
194.00;semaforo_caminoreal_elejercito_2;29.22;29.22;22.00
195.00;madre_vieja_salida_0;6.00;6.00;14.00
195.00;madre_vieja_salida_1;6.00;6.00;7.00
195.00;semaforo_caminoreal_FA_1;6.03;13.29;2.00
195.00;semaforo_caminoreal_elejercito_0;33.51;33.51;3.00
195.00;semaforo_caminoreal_elejercito_1;31.91;31.91;19.00
195.00;semaforo_caminoreal_elejercito_2;29.21;29.21;10.00
196.00;madre_vieja_salida_0;6.00;6.00;15.00
196.00;madre_vieja_salida_1;6.00;6.00;8.00
196.00;semaforo_caminoreal_FA_0;0.00;6.14;0.00
196.00;semaforo_caminoreal_FA_1;6.00;12.75;3.00
196.00;semaforo_caminoreal_elejercito_0;0.00;33.41;0.00
196.00;semaforo_caminoreal_elejercito_1;31.91;31.91;12.00
196.00;semaforo_caminoreal_elejercito_2;29.21;29.21;3.00
197.00;madre_vieja_salida_0;6.00;6.00;16.00
197.00;madre_vieja_salida_1;6.00;6.00;9.00
197.00;semaforo_caminoreal_FA_0;0.00;6.00;0.00
197.00;semaforo_caminoreal_FA_1;6.00;12.58;4.00
197.00;semaforo_caminoreal_elejercito_0;0.00;33.13;0.00
197.00;semaforo_caminoreal_elejercito_1;31.91;31.91;8.00
197.00;semaforo_caminoreal_elejercito_2;0.00;28.74;0.00
198.00;semaforo_caminoreal_FA_0;6.00;6.00;1.00
198.00;semaforo_caminoreal_FA_1;12.51;12.51;5.00
198.00;semaforo_caminoreal_elejercito_0;0.00;32.70;0.00
198.00;semaforo_caminoreal_elejercito_1;0.00;31.21;0.00
198.00;semaforo_caminoreal_elejercito_2;0.00;27.79;0.00
199.00;semaforo_caminoreal_FA_0;6.00;6.00;2.00
199.00;semaforo_caminoreal_FA_1;12.50;12.50;6.00
199.00;semaforo_caminoreal_elejercito_0;0.00;32.17;0.00
199.00;semaforo_caminoreal_elejercito_2;0.00;34.53;0.00
200.00;semaforo_caminoreal_FA_0;6.00;13.02;3.00
200.00;semaforo_caminoreal_FA_1;12.50;12.50;7.00
200.00;semaforo_caminoreal_elejercito_0;0.00;31.37;0.00
201.00;:interseccion_avrio_FA_3_0;23.93;0.00;1.00
201.00;semaforo_caminoreal_FA_0;6.00;12.61;4.00
201.00;semaforo_caminoreal_FA_1;12.50;19.06;8.00
201.00;semaforo_caminoreal_elejercito_0;0.00;30.44;0.00
202.00;:interseccion_avrio_FA_5_0;0.00;20.00;0.00
202.00;FA_3_0;0.00;5.27;0.00
202.00;lecheria_haciacaminoreal_1;6.04;6.04;1.00
202.00;res_salida_1;0.00;5.93;0.00
202.00;semaforo_caminoreal_FA_0;12.51;12.51;5.00
202.00;semaforo_caminoreal_FA_1;19.02;19.02;9.00
202.00;semaforo_caminoreal_elejercito_0;0.00;29.46;0.00
203.00;:interseccion_avrio_FA_5_0;19.98;19.98;1.00
203.00;FA_3_0;0.00;5.17;0.00
203.00;lecheria_haciacaminoreal_1;6.01;6.01;2.00
203.00;res_salida_1;0.00;5.45;0.00
203.00;semaforo_caminoreal_FA_0;12.51;12.51;6.00
203.00;semaforo_caminoreal_FA_1;19.00;19.00;10.00
203.00;semaforo_caminoreal_elejercito_0;0.00;28.45;0.00
204.00;:interseccion_avrio_FA_5_0;19.98;19.98;2.00
204.00;FA_3_0;5.12;5.12;1.00
204.00;lecheria_haciacaminoreal_1;6.00;6.00;3.00
204.00;res_salida_1;0.00;5.23;0.00
204.00;semaforo_caminoreal_FA_0;12.50;19.20;7.00
204.00;semaforo_caminoreal_FA_1;19.00;19.00;11.00
205.00;:interseccion_avrio_FA_5_0;19.98;19.98;3.00
205.00;FA_3_0;5.10;5.10;2.00
205.00;lecheria_haciacaminoreal_1;6.00;6.00;4.00
205.00;res_salida_1;5.15;5.15;1.00
205.00;semaforo_caminoreal_FA_0;12.50;19.03;8.00
205.00;semaforo_caminoreal_FA_1;19.00;19.00;12.00
206.00;:interseccion_avrio_FA_9_0;0.00;26.35;0.00
206.00;-371794626#1_1;0.00;6.05;0.00
206.00;FA_3_0;5.10;5.10;3.00
206.00;lecheria_haciacaminoreal_1;6.00;6.00;5.00
206.00;res_salida_1;5.12;5.12;2.00
206.00;semaforo_caminoreal_FA_0;19.01;19.01;9.00
206.00;semaforo_caminoreal_FA_1;19.00;19.00;13.00
206.00;semaforo_caminoreal_elejercito_0;0.00;21.76;0.00
207.00;:interseccion_avrio_FA_9_0;0.00;25.68;0.00
207.00;-371794626#1_1;6.02;6.02;1.00
207.00;FA_3_0;5.10;5.10;4.00
207.00;lecheria_haciacaminoreal_1;6.00;6.00;6.00
207.00;res_salida_1;5.11;5.11;3.00
207.00;semaforo_caminoreal_FA_0;19.01;19.01;10.00
207.00;semaforo_caminoreal_FA_1;19.00;19.00;14.00
207.00;semaforo_caminoreal_costanera_0;0.00;7.20;0.00
208.00;:interseccion_avrio_FA_9_0;0.00;24.61;0.00
208.00;-371794626#1_1;6.01;6.01;2.00
208.00;FA_1_1;0.00;5.58;0.00
208.00;FA_3_0;5.10;5.10;5.00
208.00;lecheria_haciacaminoreal_1;6.00;6.00;7.00
208.00;res_salida_1;5.10;5.10;4.00
208.00;semaforo_caminoreal_FA_0;19.00;19.00;11.00
208.00;semaforo_caminoreal_FA_1;19.00;19.00;15.00
208.00;semaforo_caminoreal_costanera_0;0.00;7.10;0.00
209.00;:interseccion_avrio_FA_5_0;28.18;0.00;1.00
209.00;-371794626#1_1;12.53;12.53;3.00
209.00;FA_1_1;0.00;5.23;0.00
209.00;FA_3_0;5.10;5.10;6.00
209.00;lecheria_haciacaminoreal_0;3.21;3.21;1.00
209.00;lecheria_haciacaminoreal_1;6.00;6.00;8.00
209.00;res_salida_1;5.10;5.10;5.00
209.00;semaforo_caminoreal_FA_0;19.00;19.00;12.00
209.00;semaforo_caminoreal_FA_1;19.00;19.00;16.00
209.00;semaforo_caminoreal_costanera_0;7.03;7.03;1.00
210.00;:interseccion_avrio_FA_5_0;28.16;0.00;2.00
210.00;-371794626#1_1;12.51;12.51;4.00
210.00;FA_1_1;5.15;5.15;1.00
210.00;lecheria_haciacaminoreal_0;3.20;3.20;2.00
210.00;lecheria_haciacaminoreal_1;6.00;6.00;9.00
210.00;res_salida_1;5.10;5.10;6.00
210.00;semaforo_caminoreal_FA_0;19.00;19.00;13.00
210.00;semaforo_caminoreal_FA_1;19.00;19.00;17.00
210.00;semaforo_caminoreal_costanera_0;7.01;7.01;2.00
210.00;semaforo_caminoreal_costanera_1;0.00;7.31;0.00
211.00;:interseccion_avrio_FA_5_0;28.16;0.00;3.00
211.00;-371794626#1_1;12.50;12.50;5.00
211.00;FA_1_1;5.12;5.12;2.00
211.00;lecheria_haciacaminoreal_0;3.20;3.20;3.00
211.00;lecheria_haciacaminoreal_1;6.00;6.00;10.00
211.00;res_salida_1;5.10;5.10;7.00
211.00;semaforo_caminoreal_FA_0;19.00;19.00;14.00
211.00;semaforo_caminoreal_FA_1;19.00;19.00;18.00
211.00;semaforo_caminoreal_costanera_0;7.00;13.64;3.00
211.00;semaforo_caminoreal_costanera_1;0.00;7.08;0.00
212.00;:interseccion_avrio_FA_5_0;28.16;0.00;4.00
212.00;-371794626#1_1;12.50;12.50;6.00
212.00;FA_1_0;0.00;8.69;0.00
212.00;FA_1_1;5.10;5.10;3.00
212.00;lecheria_haciacaminoreal_0;3.20;3.20;4.00
212.00;lecheria_haciacaminoreal_1;6.00;6.00;11.00
212.00;semaforo_caminoreal_FA_0;19.00;19.00;15.00
212.00;semaforo_caminoreal_FA_1;19.00;19.00;19.00
212.00;semaforo_caminoreal_costanera_0;7.00;13.53;4.00
212.00;semaforo_caminoreal_costanera_1;7.04;7.04;1.00
213.00;:interseccion_avrio_FA_5_0;28.16;0.00;5.00
213.00;-371794626#1_1;12.50;12.50;7.00
213.00;FA_1_0;0.00;8.48;0.00
213.00;FA_1_1;5.10;5.10;4.00
213.00;lecheria_haciacaminoreal_0;3.20;3.20;5.00
213.00;lecheria_haciacaminoreal_1;12.54;12.54;12.00
