interval_begin;interval_end;interval_id;edge_arrived;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_left;edge_sampledSeconds
400.00;500.00;reporte_densidad_final;0;0;0;172680884;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;5;172682268#1;0;0;6;49.05
400.00;500.00;reporte_densidad_final;0;0;7;172682268#2;0;0;7;23.27
400.00;500.00;reporte_densidad_final;0;0;0;172682274;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358280;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358287#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358287#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358287#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358291#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358291#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358292#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358292#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358294;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358296;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358297;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358299#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358299#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358299#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358300;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358312#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358312#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358326;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358329#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358330#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358330#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358332#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358332#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358332#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358332#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358337#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358337#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358359#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358359#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358359#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;223358359#4;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982650#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982650#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982650#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982650#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982651#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982651#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982654#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982654#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982655;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982656;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982657;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982658#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982658#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982659;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982660#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982660#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982661#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982661#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982661#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982662#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982662#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982663#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982663#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982663#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982664#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982665#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;335982665#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;38;371794626#1;1;1;39;285.88
400.00;500.00;reporte_densidad_final;0;0;27;371794626#10;1;1;28;73.14
400.00;500.00;reporte_densidad_final;0;0;28;371794626#11;4;4;31;316.68
400.00;500.00;reporte_densidad_final;0;0;33;371794626#12;2;2;38;255.74
400.00;500.00;reporte_densidad_final;0;0;39;371794626#2;6;6;28;762.60
400.00;500.00;reporte_densidad_final;0;0;28;371794626#3;0;0;28;30.92
400.00;500.00;reporte_densidad_final;0;0;27;371794626#5;3;3;27;59.09
400.00;500.00;reporte_densidad_final;0;0;27;371794626#6;1;1;27;48.34
400.00;500.00;reporte_densidad_final;0;0;27;371794626#8;0;0;27;53.99
400.00;500.00;reporte_densidad_final;0;0;27;371794626#9;1;1;27;145.55
400.00;500.00;reporte_densidad_final;0;0;0;421150180#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;421150180#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;421150182#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;421150182#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104492#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104492#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104492#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104492#4;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104530;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104531;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104532#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104532#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104532#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104540;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104541#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104541#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104541#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104542#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104542#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104543#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104543#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104559#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104559#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;462104560;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;467217582#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;467217582#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;495730009#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;495730017;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;33;592256719#1;37;37;38;1424.97
400.00;500.00;reporte_densidad_final;0;0;29;592256719#4;0;0;29;401.06
400.00;500.00;reporte_densidad_final;0;0;28;592256719#6;0;0;30;42.54
400.00;500.00;reporte_densidad_final;0;0;31;592256719#7;0;0;30;333.46
400.00;500.00;reporte_densidad_final;0;0;10;592256721#0;0;0;10;44.14
400.00;500.00;reporte_densidad_final;0;0;10;592256721#1;0;0;10;28.51
400.00;500.00;reporte_densidad_final;0;0;27;598218053#0;0;0;29;156.35
400.00;500.00;reporte_densidad_final;0;0;28;598218053#2;0;0;29;29.84
400.00;500.00;reporte_densidad_final;0;0;0;830761836;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761837#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761837#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761837#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761837#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761837#4;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761838;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761839;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761840;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761841#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761841#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761843#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761843#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761843#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830761843#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830806307#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;830806307#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;897715900#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;897715900#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;897715901;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;912235568#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;912235568#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;912235569;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;912235570;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;912235571;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;912235572;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390595#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390595#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390596#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390596#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390596#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390597;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390605#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390605#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390606#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;914390606#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221550#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221550#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221551;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221552#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221552#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221553#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221553#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221554#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221554#2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221554#3;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221554#4;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221555#0;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;998221555#1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;22;FA_1;6;6;21;191.19
400.00;500.00;reporte_densidad_final;0;0;24;FA_2;6;6;25;521.27
400.00;500.00;reporte_densidad_final;0;0;38;FA_3;5;5;27;877.71
400.00;500.00;reporte_densidad_final;4;0;6;av_rio_entrada;4;4;0;150.24
400.00;500.00;reporte_densidad_final;0;6;0;av_rio_salida;3;3;6;199.71
400.00;500.00;reporte_densidad_final;0;0;7;avrio_1;0;0;7;36.31
400.00;500.00;reporte_densidad_final;0;0;5;avrio_2;0;0;5;13.95
400.00;500.00;reporte_densidad_final;0;0;22;bifurcacion_FA_perrokero;0;0;22;33.14
400.00;500.00;reporte_densidad_final;1;0;1;bissau_entrada;0;0;0;5.95
400.00;500.00;reporte_densidad_final;0;0;0;bissau_salida;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;camino_real;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;cc_paos;0;0;0;0.00
400.00;500.00;reporte_densidad_final;1;0;0;civo;0;0;0;24.00
400.00;500.00;reporte_densidad_final;0;0;0;costa_guaica;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;37;costanera_bissau_haciacaminoreal;2;2;29;1281.85
400.00;500.00;reporte_densidad_final;0;0;36;costanera_bissau_hacialecheria;4;4;34;183.49
400.00;500.00;reporte_densidad_final;20;0;21;costanera_entrada;0;0;0;256.29
400.00;500.00;reporte_densidad_final;0;0;28;costanera_hacialecheria;0;0;29;337.46
400.00;500.00;reporte_densidad_final;0;0;4;costanera_haciamadrevieja;4;4;10;193.31
400.00;500.00;reporte_densidad_final;0;0;30;costanera_puerto_guaica_haciacaminoreal;0;0;29;1076.68
400.00;500.00;reporte_densidad_final;0;0;31;costanera_puerto_guaica_hacialecheria;12;12;40;509.00
400.00;500.00;reporte_densidad_final;0;23;0;costanera_salida;19;19;23;216.99
400.00;500.00;reporte_densidad_final;0;0;31;cruce_cc_paos;0;0;31;9.12
400.00;500.00;reporte_densidad_final;0;0;10;curva_caminoreal;0;0;12;116.07
400.00;500.00;reporte_densidad_final;0;0;17;ejercito4;7;7;18;296.79
400.00;500.00;reporte_densidad_final;0;0;23;ejercito_1;1;1;23;141.58
400.00;500.00;reporte_densidad_final;0;0;23;ejercito_2;0;0;24;85.61
400.00;500.00;reporte_densidad_final;0;0;24;ejercito_3;4;4;23;60.72
400.00;500.00;reporte_densidad_final;0;0;18;ejercito_5;7;7;21;258.13
400.00;500.00;reporte_densidad_final;0;0;1;entrada:bissau:1;0;0;1;0.68
400.00;500.00;reporte_densidad_final;0;0;0;entrada_bissau_2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;17;entrada_caminoreal;10;10;17;37.09
400.00;500.00;reporte_densidad_final;0;0;1;entrada_puerto_guaica;0;0;0;6.93
400.00;500.00;reporte_densidad_final;0;0;0;fernandez_padilla;0;0;0;0.00
400.00;500.00;reporte_densidad_final;16;0;22;fuerzas_armadas_entrada;6;6;0;706.69
400.00;500.00;reporte_densidad_final;0;20;0;fuerzas_armadas_salida;19;19;21;208.10
400.00;500.00;reporte_densidad_final;26;0;28;lecheria_entrada;13;13;0;632.27
400.00;500.00;reporte_densidad_final;0;0;31;lecheria_haciacaminoreal;10;10;22;679.56
400.00;500.00;reporte_densidad_final;0;27;0;lecheria_salida;25;25;31;701.89
400.00;500.00;reporte_densidad_final;0;0;0;madevieja_hacialecheria;0;0;0;0.00
400.00;500.00;reporte_densidad_final;8;0;10;madre_vieja_entrada;8;8;0;432.51
400.00;500.00;reporte_densidad_final;0;11;0;madre_vieja_salida;91;91;10;909.41
400.00;500.00;reporte_densidad_final;0;0;0;nueva_etruria;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;2;0;puerto_guaica;0;0;2;12.83
400.00;500.00;reporte_densidad_final;1;0;0;res_entrada;1;1;0;25.00
400.00;500.00;reporte_densidad_final;0;0;0;res_salida;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;2;salida:puerto_guaica;0;0;0;11.76
400.00;500.00;reporte_densidad_final;0;0;0;salida_bissau_1;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;0;salida_bissau_2;0;0;0;0.00
400.00;500.00;reporte_densidad_final;0;0;20;semaforo_caminoreal_FA;0;0;24;488.41
400.00;500.00;reporte_densidad_final;0;0;22;semaforo_caminoreal_costanera;16;16;26;528.36
400.00;500.00;reporte_densidad_final;0;0;23;semaforo_caminoreal_elejercito;3;3;19;614.42
400.00;500.00;reporte_densidad_final;0;0;33;semaforocaminorea_haciaperrokero;1;1;36;116.35
500.00;600.00;reporte_densidad_final;0;0;0;-1088913659;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1088915504;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1088915526;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1088915527;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1088918198;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1104799342;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1106623985;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1106649036#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1106649036#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1199343269#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1199343269#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1201018455#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1201018455#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1201018455#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886406;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886407;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886408#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886408#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886409;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886410;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886645;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1221886647;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223688132;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223688133#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223688133#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223690883;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223690884;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223690887;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223690888;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223690889#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695890;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695891;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695892#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695892#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695893#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695893#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223695894;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223987566#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223987566#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223987567;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223999764;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223999765#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1223999765#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1225793910;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1225795048;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058160#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058160#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058162;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058163#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058163#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058164#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058164#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058165;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058166#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058167#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058167#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058168#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058169;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058170;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227058171;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227543319;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227928323;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1227928326;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1410013844#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1410013844#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-1410013845;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;9;-172682268#1;3;3;9;81.77
500.00;600.00;reporte_densidad_final;0;0;9;-172682268#2;0;0;9;24.94
500.00;600.00;reporte_densidad_final;0;0;0;-223358286;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358287#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358287#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358287#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358289;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358291#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358291#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358292#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358292#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358296;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358299#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358299#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358312#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358330#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358330#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358332#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358332#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358332#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358337#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358337#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358337#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358359#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358359#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-223358359#3;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982650#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982650#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982650#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982650#3;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982651#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982651#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982651#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982654#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982654#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982655;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982656;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982658#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982658#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982660#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982661#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982661#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982661#3;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982662#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982662#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982663#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982663#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982664#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982664#2;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982665#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-335982665#1;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;26;-371794626#1;7;7;33;1029.39
500.00;600.00;reporte_densidad_final;0;0;27;-371794626#10;0;0;25;64.41
500.00;600.00;reporte_densidad_final;0;0;28;-371794626#11;1;1;27;294.88
500.00;600.00;reporte_densidad_final;0;0;26;-371794626#12;3;3;27;161.51
500.00;600.00;reporte_densidad_final;0;0;24;-371794626#2;13;13;27;676.12
500.00;600.00;reporte_densidad_final;0;0;24;-371794626#3;0;0;23;23.84
500.00;600.00;reporte_densidad_final;0;0;23;-371794626#5;0;0;23;48.48
500.00;600.00;reporte_densidad_final;0;0;21;-371794626#6;0;0;22;38.50
500.00;600.00;reporte_densidad_final;0;0;21;-371794626#8;0;0;21;40.65
500.00;600.00;reporte_densidad_final;0;0;23;-371794626#9;3;3;22;113.56
500.00;600.00;reporte_densidad_final;0;0;0;-421150180#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-421150182#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-462104490#0;0;0;0;0.00
500.00;600.00;reporte_densidad_final;0;0;0;-462104490#1;0;0;0;0.00
